accession	tax_id	scientific_name	base_count	description
JX455212	7240	Drosophila simulans	480	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.
KJ767239	7227	Drosophila melanogaster	872	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.
KX976496	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_Tai_18 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976499	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_Airport_16_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976511	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_1_19 alcohol dehydrogenase (Adh) mRNA, complete cds.
LC057197	1660391	Drosophila sp. KO4	822	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.
M60984	7237	Drosophila pseudoobscura	3494	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.
U95270	46793	Drosophila paulistorum	1168	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.
AB154546	30033	Drosophila kikkawai	686	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.
AF201431	7240	Drosophila simulans	480	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.
DQ471648	381452	Drosophila barutani	711	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110516	30042	Drosophila prosaltans	859	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110517	30042	Drosophila prosaltans	828	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.
KX976503	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SN_Cascade_22 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976508	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_COST_1235_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
M19276	7240	Drosophila simulans	829	D.simulans alcohol dehydrogenase gene, exons 1,2 and 3.
M60982	7237	Drosophila pseudoobscura	3472	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.
AB154545	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh04.
AB154555	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh14.
AB154563	74550	Drosophila lini	698	Drosophila lini gene for alcohol dehydrogenase, partial cds, isolate:DliniAdh.
AF201426	7226	Drosophila mauritiana	478	Drosophila mauritiana isolate BG1 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201433	7240	Drosophila simulans	479	Drosophila simulans isolate NC48 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201439	7240	Drosophila simulans	485	Drosophila simulans isolate SC00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201444	7240	Drosophila simulans	479	Drosophila simulans isolate RU259 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284480	7238	Drosophila sechellia	700	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.
AY095936	42028	Drosophila limbata	446	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.
AY095937	193351	Drosophila transversa	437	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.
AY095945	126591	Drosophila curvispina	443	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.
AY156524	7232	Drosophila navojoa	879	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.
EU532125	46793	Drosophila paulistorum	542	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
KX976510	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_OBAT_1200_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60986	7237	Drosophila pseudoobscura	3463	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.
AB154547	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh06.
AY095948	193352	Drosophila unispina	442	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976504	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SA_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976509	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_2_14 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976514	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_2_11b alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976494	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_Cascade_21_Combined alcohol dehydrogenase (Adh) mRNA, complete cds.
AB669844	30035	Drosophila malagassya	840	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.
AB669863	30033	Drosophila kikkawai	832	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.
AB669870	307244	Drosophila ogumai	836	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.
AF136684	95109	Drosophila americana americana	884	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136689	95109	Drosophila americana americana	884	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136703	40372	Drosophila americana texana	884	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.
AF175213	7227	Drosophila melanogaster	951	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.
AF175215	7227	Drosophila melanogaster	951	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.
AF459754	7217	Drosophila ananassae	290	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459774	7274	Drosophila serrata	290	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U64538	7237	Drosophila pseudoobscura	3510	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.
U64553	7237	Drosophila pseudoobscura	3455	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS342 allele, complete cds.
U64554	7237	Drosophila pseudoobscura	3467	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS343 allele, complete cds.
AB669892	1084238	Drosophila pseudobaimaii	779	Drosophila pseudobaimaii Adh gene for alcohol dehydrogenase, partial cds, strain: K41.
AF136671	95109	Drosophila americana americana	884	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.
AF136693	95109	Drosophila americana americana	884	Drosophila americana americana G96.45Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136697	95109	Drosophila americana americana	884	Drosophila americana americana G96.12Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459766	132243	Drosophila vulcana	290	Drosophila vulcana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
L78924	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.4) alcohol dehydrogenase gene, partial cds.
L78926	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.6) alcohol dehydrogenase gene, partial cds.
L78927	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.8) alcohol dehydrogenase gene, partial cds.
U64521	7237	Drosophila pseudoobscura	3484	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-GB48 allele, complete cds.
U64523	7237	Drosophila pseudoobscura	3468	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS231 allele, complete cds.
U76475	7224	Drosophila hydei	897	Drosophila hydei strain 7 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669825	47315	Drosophila auraria	842	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A12.
AB669845	30035	Drosophila malagassya	836	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J52.
AB669878	7274	Drosophila serrata	838	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: POM503.
AF136660	95109	Drosophila americana americana	884	Drosophila americana americana G96.12X alcohol dehydrogenase (Adh) gene, partial cds.
AF136666	95109	Drosophila americana americana	884	Drosophila americana americana G96.24X alcohol dehydrogenase (Adh) gene, partial cds.
AF459748	94111	Drosophila prostipennis	290	Drosophila prostipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459752	30038	Drosophila mimetica	290	Drosophila mimetica alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459761	112146	Drosophila bicornuta	290	Drosophila bicornuta alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459762	61426	Drosophila diplacantha	290	Drosophila diplacantha alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459768	47315	Drosophila auraria	290	Drosophila auraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459780	137074	Drosophila mayri	290	Drosophila mayri alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560574	306028	Drosophila gasici	622	Drosophila gasici pop-variant Arica alcohol dehydrogenase (adh) gene, partial cds.
U64527	7237	Drosophila pseudoobscura	3474	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS246 allele, complete cds.
U76471	7224	Drosophila hydei	897	Drosophila hydei strain 3 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U76469	7224	Drosophila hydei	897	Drosophila hydei strain 1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136701	40372	Drosophila americana texana	884	Drosophila americana texana LP97.05 alcohol dehydrogenase (Adh) gene, partial cds.
AF459745	7218	Drosophila bifasciata	290	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459759	69217	Drosophila pallidosa	290	Drosophila pallidosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560575	306028	Drosophila gasici	622	Drosophila gasici pop-variant Cochabamba alcohol dehydrogenase (adh) gene, partial cds.
U64531	7237	Drosophila pseudoobscura	3473	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS256 allele, complete cds.
AY364501	7230	Drosophila mojavensis	880	Drosophila mojavensis strain 87 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AF136664	95109	Drosophila americana americana	884	Drosophila americana americana G96.23X alcohol dehydrogenase (Adh) gene, partial cds.
AY695390	133979	Drosophila dunni	385	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.
U64558	7237	Drosophila pseudoobscura	3471	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS353 allele, complete cds.
U94200	251450	Drosophila longiperda	204	Drosophila sp. 'white tip scutellum' alcohol dehydrogenase (Adh) gene, partial cds.
AH011596	51159	Drosophila lutescens	911	Drosophila lutescens strain 14022-0271.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340286	40366	Drosophila americana	881	Drosophila americana pop-variant NN97.08X alcohol dehydrogenase (Adh) gene, partial cds.
AY340290	40366	Drosophila americana	881	Drosophila americana pop-variant N00.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY340300	40366	Drosophila americana	881	Drosophila americana pop-variant NN97.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364500	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364503	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364504	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364516	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874364	7241	Drosophila subobscura	1412	Drosophila subobscura strain line 6 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB669895	77130	Drosophila tsukubaensis	841	Drosophila tsukubaensis Adh gene for alcohol dehydrogenase, partial cds, strain: tsuk-TKM.
AB932672	98362	Drosophila ruberrima	858	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds, strain: E-14601.
AY340279	40366	Drosophila americana	881	Drosophila americana pop-variant DN00.02X alcohol dehydrogenase (Adh) gene, partial cds.
U76481	7231	Drosophila mulleri	902	Drosophila mulleri strain -1371.18 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669823	154832	Drosophila asahinai	839	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: AM2K-1.
AB669843	114631	Drosophila greeni	830	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: gree-CNRS.
AB703323	7254	Drosophila narragansett	405	Drosophila narragansett Adh gene for alcohol dehydrogenase, partial cds, clone: D.narragansett.
AF136650	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.0X alcohol dehydrogenase (Adh) gene, partial cds.
AF136653	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.9X alcohol dehydrogenase (Adh) gene, partial cds.
AH011595	67534	Drosophila triauraria	546	Drosophila triauraria strain 14028-0691.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340291	40366	Drosophila americana	881	Drosophila americana pop-variant NN00.07X alcohol dehydrogenase (Adh) gene, partial cds.
AY364511	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541096	198719	Drosophila innubila	555	Drosophila innubila strain CH3_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541101	198719	Drosophila innubila	555	Drosophila innubila strain CH5_M76 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY364502	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AF136652	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.6X alcohol dehydrogenase (Adh) gene, partial cds.
AF136655	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.7X alcohol dehydrogenase (Adh) gene, partial cds.
AY340293	40366	Drosophila americana	881	Drosophila americana pop-variant DN00.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340297	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340298	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364514	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541100	198719	Drosophila innubila	555	Drosophila innubila strain CH5_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874372	7241	Drosophila subobscura	1406	Drosophila subobscura strain line 26 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY364521	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY340304	40366	Drosophila americana	881	Drosophila americana pop-variant NN00.03Y alcohol dehydrogenase (Adh) gene, partial cds.
U76479	7231	Drosophila mulleri	902	Drosophila mulleri strain -1371.1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669857	137354	Drosophila barbarae	833	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0491.01.
LC057200	193234	Drosophila pseudotakahashii	830	Drosophila pseudotakahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0301.00.
AB669880	137353	Drosophila baimaii	838	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0481.00.
AF067281	77128	Drosophila eskoi	435	Drosophila eskoi alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY364512	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
M19547	7227	Drosophila melanogaster	7119	D.melanogaster (strain Af-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AB194438	42026	Drosophila bipectinata	759	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type B133.
AB669876	46829	Drosophila birchii	833	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.01.
AY044130	157056	Drosophila formosana	721	Drosophila formosana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154862	7263	Drosophila arizonae	880	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M60996	46244	Drosophila pseudoobscura bogotana	3450	Drosophila pseudoobscura bogotana strain BOG 3389.9 alcohol dehydrogenase (adh) gene, complete cds.
AY154849	7263	Drosophila arizonae	878	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154851	7263	Drosophila arizonae	880	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154848	7263	Drosophila arizonae	878	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154859	7263	Drosophila arizonae	880	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M60994	46244	Drosophila pseudoobscura bogotana	3471	Drosophila pseudoobscura bogotana strain BOG 3389.5 alcohol dehydrogenase (adh) gene, complete cds.
AF045117	72474	Drosophila subsaltans	405	Drosophila subsaltans strain 14044-0872.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045121	72471	Drosophila milleri	405	Drosophila milleri strain 14043-0861.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154866	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045126	30024	Drosophila emarginata	405	Drosophila emarginata strain 14042-0841.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154865	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045123	72469	Drosophila austrosaltans	405	Drosophila austrosaltans strain 14045-0881.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154828	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154839	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40987	44481	Drosophila imaii	429	Drosophila imaii alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194422	195057	Drosophila malerkotliana malerkotliana	1782	Drosophila malerkotliana malerkotliana Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348884	67533	Drosophila rufa	667	Drosophila rufa strain MS alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
U35852	7227	Drosophila melanogaster	303	Drosophila melanogaster truncated jockey retroposon insertion upstream of the alcohol dehydrogenase gene enhancer region, 3' end.
X58694	7224	Drosophila hydei	8447	D. hydei ADH-1 and ADH-2 genes for alcohol dehydrogenase and an ADH psi pseudogene
CV785154	7245	Drosophila yakuba	433	zaa07h09.y2 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTS P51550 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785799	7245	Drosophila yakuba	521	zaa02h11.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROYA P26719 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV878941	7245	Drosophila yakuba	703	zaa98d08.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROGU Q09009 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV879066	7245	Drosophila yakuba	709	zab02h12.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AI404931	7227	Drosophila melanogaster	702	GH24792.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24792 5prime similar to X60791: D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase, mRNA sequence.
AY695384	30017	Drosophila arawakana	1141	Drosophila arawakana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AI108260	7227	Drosophila melanogaster	378	GH07054.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH07054 5prime similar to M17831: D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds, mRNA sequence.
AY695388	133979	Drosophila dunni	1141	Drosophila dunni strain St. Croix alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BF490844	7227	Drosophila melanogaster	668	AT27452.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT27452 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AI260852	7227	Drosophila melanogaster	737	LP04842.5prime LP Drosophila melanogaster larval-early pupal pOT2 Drosophila melanogaster cDNA clone LP04842 5prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.
BI617843	7227	Drosophila melanogaster	512	RH48301.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH48301 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/18/2001, mRNA sequence.
BI635199	7227	Drosophila melanogaster	558	SD16470.5prime SD Drosophila melanogaster Schneider L2 cell culture pOT2 Drosophila melanogaster cDNA clone SD16470 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 05/18/2001, mRNA sequence.
AW941952	7227	Drosophila melanogaster	450	GM05887.3prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 3 similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925 GI:1655925, mRNA sequence.
AF006565	7234	Drosophila persimilis	3462	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
KX384731	29030	Drosophila takahashii	2658	Drosophila takahashii strain IND_DT_U7 alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, partial cds.
X13812	7262	Drosophila affinidisjuncta	3886	D.affinidisjuncta Adh gene for alcohol dehydrogenase
X62223	7237	Drosophila pseudoobscura	3477	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62229	7237	Drosophila pseudoobscura	3494	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62217	7237	Drosophila pseudoobscura	3468	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62218	7237	Drosophila pseudoobscura	3486	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY331979	74550	Drosophila lini	785	Drosophila lini alcohol dehydrogenase gene, partial cds.
X62190	7237	Drosophila pseudoobscura	3485	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62210	7237	Drosophila pseudoobscura	3454	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62224	7237	Drosophila pseudoobscura	3474	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62235	7237	Drosophila pseudoobscura	3479	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64468	7237	Drosophila pseudoobscura	3476	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64487	7237	Drosophila pseudoobscura	3474	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62221	7237	Drosophila pseudoobscura	3483	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62232	7237	Drosophila pseudoobscura	3499	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62183	7237	Drosophila pseudoobscura	3499	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64470	7237	Drosophila pseudoobscura	3498	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64476	7237	Drosophila pseudoobscura	3457	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62196	7237	Drosophila pseudoobscura	3479	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62211	7237	Drosophila pseudoobscura	3475	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY006415	32382	Drosophila heteroneura	510	Drosophila heteroneura alcohol dehydrogenase (Adh) gene, partial cds.
AY750145	311478	Drosophila bai	911	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471660	7224	Drosophila hydei	711	Drosophila hydei alcohol dehydrogenase (Adh) gene, partial cds.
AB026535	30047	Drosophila sturtevanti	849	Drosophila sturtevanti gene for alcohol dehydrogenase, partial cds.
AY750119	65966	Drosophila tsigana	911	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
AY750131	311475	Drosophila yunnanensis	911	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471631	381453	Drosophila beppui	711	Drosophila beppui alcohol dehydrogenase (Adh) gene, partial cds.
HQ631475	111875	Drosophila jambulina	290	Drosophila jambulina alcohol dehydrogenase (adh) gene, partial cds.
HQ631480	307242	Drosophila ohnishii	290	Drosophila ohnishii alcohol dehydrogenase (adh) gene, partial cds.
U63563	7262	Drosophila affinidisjuncta	898	Drosophila affinidisjuncta alcohol dehydrogenase (Adh) mRNA, complete cds.
AF059888	7221	Drosophila funebris	290	Drosophila funebris alcohol dehydrogenase (Adh) gene, partial cds.
AF081357	7259	Drosophila tolteca	425	Drosophila tolteca alcohol dehydrogenase (Adh) gene, partial cds.
AY006418	46895	Drosophila cyrtoloma	510	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.
AY750137	311482	Drosophila pseudosordidula	911	Drosophila pseudosordidula alcohol dehydrogenase (Adh) gene, partial cds.
HQ631478	233251	Drosophila madikerii	290	Drosophila madikerii alcohol dehydrogenase (adh) gene, partial cds.
M36580	7227	Drosophila melanogaster	2686	D.melanogaster alcohol dehydrogenase (Adh) gene, complete cds.
M60998	7229	Drosophila miranda	3461	Drosophila miranda alcohol dehydrogenase (adh) gene, complete cds.
X68164	7237	Drosophila pseudoobscura	3443	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS309)
AY750120	65966	Drosophila tsigana	911	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
AY750126	30041	Drosophila polychaeta	911	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
AY750141	311478	Drosophila bai	911	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471635	381471	Drosophila quadrisetata	711	Drosophila quadrisetata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471637	381475	Drosophila velox	711	Drosophila velox alcohol dehydrogenase (Adh) gene, partial cds.
DQ471663	40371	Drosophila lummei	711	Drosophila lummei alcohol dehydrogenase (Adh) gene, partial cds.
U26844	40372	Drosophila americana texana	950	Drosophila texana alcohol dehydrogenase (Adh) gene, complete cds.
U26841	40369	Drosophila lacicola	957	Drosophila lacicola alcohol dehydrogenase (Adh) gene, complete cds.
GQ376033	244254	Drosophila bunnanda	410	Drosophila bunnanda alcohol dehydrogenase (ADH) gene, partial cds.
